Dispensary Name,Address,City,Zip Code,Type
Green Goods Rockville,4609 Willow Ln,Rockville,20814,Medical & Recreational
Temescal Wellness,1636 Reisterstown Rd,Pikesville,21208,Medical & Recreational
Sunburst Pharm Cambridge,603 Meteor Avenue,Cambridge,21613,Medical & Recreational
Gold Leaf Annapolis,2029 West Street,Annapolis,21401,Medical & Recreational
Thrive Annapolis,2061 Generals Hwy,Annapolis,21401,Medical & Recreational
Thrive Upper Marlboro,9520 Marlboro Pike Suite 103,Upper Marlboro,20772,Medical & Recreational
8th Kingdom,1803 Eastern Avenue,Baltimore,21231,Medical & Recreational
The Forest Dispensary,2520 Boston Street,Baltimore,21224,Medical & Recreational
Liberty Cannabis Baltimore,1401 Russell St,Baltimore,21230,Medical & Recreational
Curaleaf Frederick,5426 Urbana Pike,Frederick,21704,Medical & Recreational
Green Goods Frederick,5426 Urbana Pike,Frederick,21704,Medical & Recreational
Verilife Silver Spring,11717 Beltsville Dr,Silver Spring,20902,Medical & Recreational
Health for Life Baltimore,3901 Falls Rd,Baltimore,21211,Medical & Recreational
Health for Life Bethesda,6831 Wisconsin Ave,Bethesda,20815,Medical & Recreational
Ascend Ellicott City,9291 Baltimore National Pike,Ellicott City,21042,Medical & Recreational
Curaleaf Reisterstown,11920 Reisterstown Rd,Reisterstown,21136,Medical & Recreational
Elevated Releaf,201 E Main St,Elkton,21921,Medical & Recreational
Trulieve Lutherville,2353 W Joppa Rd,Lutherville,21093,Medical & Recreational
Chesapeake Apothecary,8241 Perry Hall Blvd,Nottingham,21236,Medical & Recreational
Star Buds Ocean City,12639 Ocean Gateway,Ocean City,21842,Medical & Recreational
Remedy Baltimore,1803 Eastern Ave,Baltimore,21231,Medical & Recreational
Zen Leaf Fulton,10400 Baltimore National Pike,Fulton,20759,Medical & Recreational
Salvera Bowie,4201 Northview Dr,Bowie,20716,Medical & Recreational
Greenhouse Wellness Ellicott City,4801 Dorsey Hall Drive Suite 110,Ellicott City,21042,Medical & Recreational
RISE Bethesda,6831 Wisconsin Avenue,Bethesda,20815,Medical & Recreational
Gold Leaf Baltimore,2029 West Street,Baltimore,21224,Medical & Recreational
Mission Rockville,14348 Layhill Road,Rockville,20850,Medical & Recreational
Curaleaf Takoma Park,6831 New Hampshire Ave,Takoma Park,20912,Medical & Recreational
Liberty Cannabis Bel Air,226 S Philadelphia Blvd,Aberdeen,21001,Medical & Recreational
Zen Leaf Abingdon,3429 Box Hill Corporate Center Dr,Abingdon,21009,Medical & Recreational
Green Point Wellness,1806 Greenspring Dr,Timonium,21093,Medical & Recreational
Revolution Cannabis Laurel,9994 Washington Blvd North,Laurel,20723,Medical & Recreational
Storehouse Edgewater,3005 Solomon's Island Rd,Edgewater,21037,Medical & Recreational
Herbiculture Burtonsville,15710 Old Columbia Pike,Burtonsville,20866,Medical & Recreational
gLeaf Rockville,808 Hungerford Dr,Rockville,20850,Medical & Recreational
gLeaf Frederick,5426 Urbana Pike,Frederick,21704,Medical & Recreational
Pharmacann Baltimore,1803 Eastern Avenue,Baltimore,21231,Medical & Recreational
Pharmacann Brandywine,7501 Clymer Dr,Brandywine,20619,Medical & Recreational
Flower Power,1401 Bush St,Baltimore,21230,Medical & Recreational
Liberty Cannabis Columbia,8865 Stanford Blvd,Columbia,21045,Medical & Recreational
Starbuds Elkridge,6000 Marshalee Dr,Elkridge,21075,Medical & Recreational
Vibe Dispensary,2353 W Joppa Rd,Lutherville,21093,Medical & Recreational
The Healing Center,1806 Greenspring Dr,Timonium,21093,Medical & Recreational
Harvest Baltimore,3907 Falls Rd,Baltimore,21211,Medical & Recreational
Chesapeake Healing Center,10534 York Rd,Cockeysville,21030,Medical & Recreational
Curio Wellness,9 Cranbrook Rd,Cockeysville,21030,Medical & Recreational
Grassroots Cannabis,5975 Belair Road,Baltimore,21206,Medical & Recreational
Dispensary Works,8709 Fingerboard Rd,Frederick,21702,Medical & Recreational
