Dispensary Name,Address,City,Zip Code,Type
Simply Pure Cannabis Trenton,1531 N Olden Avenue Ext,Trenton,08638,Medical & Recreational
Got Your Six Dispensary Princeton,,Princeton,,Recreational
Eastern Green Dispensary Voorhees,,Voorhees,,Medical & Recreational
Sweetspot Dispensary Voorhees,,Voorhees,,Medical & Recreational
Cottonmouth Dispensary Runnemede,,Runnemede,,Medical & Recreational
BLOC Ewing,,Ewing,,Medical & Recreational
Garfield Gardens Dispensary,517 River Dr,Garfield,,Medical & Recreational
Ascend Cannabis Montclair,395 Bloomfield Ave,Montclair,07042,Medical & Recreational
Nightjar Cannabis Bloomfield,549 Bloomfield Ave,Bloomfield,07003,Medical & Recreational
Emerald Tea Supply Co Bloomfield,368b Broad St,Bloomfield,,Medical & Recreational
Blue Oak Dispensary Bloomfield,,Bloomfield,,Medical & Recreational
Dispensary Newark (201 Wright St),201 Wright St,Newark,07114,Medical & Recreational
Dispensary Newark (467 Lyons Ave),467 Lyons Ave,Newark,07112,Medical & Recreational
Hashstoria Newark,Broad St,Newark,,Medical & Recreational
Shipwreck'd Neptune,300 West Sylvania Ave,Neptune,,Medical & Recreational
Garden State Dispensary Red Bank,,Red Bank,,Medical & Recreational
NJ Leaf North Brunswick,1345 US-1,North Brunswick Township,08902,Medical & Recreational
Earth & Ivy New Brunswick,355 George St,New Brunswick,08901,Medical & Recreational
A21 Wellness Scotch Plains,2507 US Highway 22,Scotch Plains,,Medical & Recreational
Lemon 22 Scotch Plains,2006 Route 22,Scotch Plains,,Medical & Recreational
Sanctuary Cannabis Scotch Plains,2581 US-22,Scotch Plains,,Medical & Recreational
Leaf Haus Somerset,900 Easton Ave Suite 18,Somerset,,Medical & Recreational
SilverLeaf Wellness Somerset,1743 Route 27,Somerset,,Medical & Recreational
Unity Rd Cannabis Shop Somerset,441 Elizabeth Ave,Somerset,,Medical & Recreational
New Era Dispensary South Bound Brook,80-88 Main St,South Bound Brook,,Medical & Recreational
Highway 90 Dispensary Marlton,90 Old Marlton Pike W,Marlton,08053,Medical & Recreational
Quality Roots Marlton,850 Route 73,Evesham Township,,Medical & Recreational
ROOTS Dispensary Mount Laurel,,Mount Laurel,,Medical & Recreational
Nova Farms Woodbury,642 Mantua Pike,Woodbury,08096,Medical & Recreational
Midnight Greens Washington Township,,Washington Township,,Medical & Recreational
MPX NJ Sicklerville,581 Berlin Cross Keys Rd,Sicklerville,08081,Medical & Recreational
BluLight Cannabis Woodbury Heights,,Woodbury Heights,,Medical & Recreational
