Dispensary Name,Address,City,Zip Code,Type
Lucky Lion - SE Powell,14800 SE Powell Blvd,Portland,97236,Recreational
Lucky Lion - NE Sandy,16148 NE Sandy Blvd,Portland,97230,Recreational
Lucky Lion - Springfield,2147 Main St,Springfield,97477,Recreational
Homegrown Oregon - Albany,921 SE 9th Ave,Albany,,Recreational
Homegrown Oregon - Beaverton,6330 SW Beaverton Hillsdale Hwy,Portland,97221,Recreational
Homegrown Oregon - West Salem,1077 Edgewater St NW,Salem,,Recreational
Homegrown Oregon - Salem Liberty,2820 Liberty St NE,Salem,,Recreational
Homegrown Oregon - Lansing Ave,Salem,,,Recreational
Local Leaf,7625 SW Oleson Rd,Portland,97223,Recreational
Parlour Cannabis Shoppe,4702 SW Scholls Ferry Rd,Portland,97225,Recreational
Five Zero Trees - West,5336 SW Beaverton-Hillsdale Hwy,Portland,97221,Recreational
Five Zero Trees - Oregon City,719 Main St,Oregon City,97045,Recreational
Five Zero Trees - East,10209-02 SE Division Ave,Portland,97266,Recreational
Farma,916 SE Hawthorne Blvd,Portland,97214,Recreational/Medical
Natural Wonders,3831 SE Main St,Portland,97214,Recreational/Medical
Broadway Cannabis Market - Downtown PDX,219 SW Broadway Ave,Portland,97205,Recreational
Broadway Cannabis Market - Pearl District,427 NW Broadway Ave,Portland,97209,Recreational
Broadway Cannabis Market - PSU,1016 SW Clay St,Portland,97201,Recreational
Broadway Cannabis Market - McLoughlin,5035 SE McLoughlin Blvd,Portland,97202,Recreational
Mint Cannabis - Downtown Portland,625 SW 10th Ave,Portland,97205,Recreational
Mint Cannabis - SE Powell,729 SE Powell Blvd,Portland,,Recreational
Mint Cannabis - Hillsboro,Hillsboro,,,Recreational
Budz Cannabis Superstore,3600 Merlin Rd,Grants Pass,97526,Recreational
New Millennium,Eugene,,,Recreational
Flowr of Lyfe,Eugene,,,Recreational
SpaceBuds The Dispensary,Eugene,,,Recreational
Jamaica Joel's,Eugene,,,Recreational
Holy Grail,Eugene,,,Recreational
Peach Cannabis,Eugene,,,Recreational
Apothca,Eugene,,,Recreational
Oregon's Green Rush,Eugene,,,Recreational
Deep Roots Cannabis,Eugene,,,Recreational
The Medication Station,Cottage Grove,,,Recreational/Medical
Green Room Dispensary,Corvallis,,,Recreational
Marie Janes Cannabis Connection,Springfield,,,Recreational
Floyd's Fine Cannabis Slabtown,Portland,,,Recreational
Chalice Farms Downtown,Portland,,,Recreational
Mint Cannabis Co,Portland,,,Recreational
Zion Cannabis,Portland,,,Recreational
Truly Pure,Portland,,,Recreational
ASAP BUDS COLLECTIVE,Portland,,,Recreational
Trees Waterfront,Portland,,,Recreational
SOMEWHERE,Portland,,,Recreational
Happy Leaf,Portland,,,Recreational
Home Grown Apothecary,Portland,,,Recreational
Pakalolo PDX,Portland,,,Recreational
Kings of Canna,Portland,,,Recreational
VIBE | Amberlight,Portland,,,Recreational
OG Collective - West Salem,908 Edgewater St NW,Salem,97304,Recreational/Medical
OG Collective - Hawthorne,Salem,,,Recreational/Medical
THC Recreation Station,1295 Oxford St,Salem,,Recreational
Truth Dispensary,1735 Lancaster Dr NE,Salem,,Recreational
Oregon Bud Company,3450 River Rd,Salem,,Recreational
The Bake Shop,3125 Portland Rd NE,Salem,,Recreational
The Joint Dispensaries,Salem,,,Recreational
Green Cross Cannabis Emporium,Salem,,,Recreational
Southern Oregon Cannabis Connection,Grants Pass,,,Recreational
The House of Dank,Reedsport,,,Recreational
Green Earth Medicine,Oregon,,,Medical
Sweet Tree Farms,Eugene,,,Recreational
Eugene OG,Eugene,,,Recreational
Archive Portland,Portland,,,Recreational
Buddy's Cannabis,Portland,,,Recreational
Green Mart,Portland,,,Recreational
Pot Mates,Portland,,,Recreational
TreeHouse Dispensary,Portland,,,Recreational
Dank City,Portland,,,Recreational
Green Thumb,Bend,,,Recreational
Cannabis Outlet,Bend,,,Recreational
High Desert Cannabis,Bend,,,Recreational
The Dispensary,Bend,,,Recreational
Nectar - Alberta,Portland,,,Recreational/Medical
Nectar - Hawthorne,Portland,,,Recreational/Medical
Nectar - Mississippi Ave,Portland,,,Recreational/Medical
Nectar - Powell,Portland,,,Recreational/Medical
Nectar - Sandy & 33rd,Portland,,,Recreational/Medical
Nectar - Sandy & 68th,Portland,,,Recreational/Medical
Nectar - Stark St,Portland,,,Recreational/Medical
Nectar - Terwilliger Blvd,Portland,,,Recreational/Medical
Nectar - Washington St,Portland,,,Recreational/Medical
Nectar - Woodstock Blvd,Portland,,,Recreational/Medical
Nectar - Portland 11th,Portland,,,Recreational/Medical
Nectar - Bull Mountain,Tigard,,,Recreational/Medical
Nectar - Forest Grove,Forest Grove,,,Recreational/Medical
Nectar - Salem Liberty Rd,Salem,,,Recreational/Medical
Nectar - Ontario 1st,Ontario,,,Recreational/Medical
Nectar - River Rd,Eugene,,,Recreational/Medical
People's Dispensary,Portland,,,Recreational
Canna Daddies,Portland,,,Recreational
Portland Cannabis Company,Portland,,,Recreational
Amerijuana,Portland,,,Recreational
The Herb Shoppe,Portland,,,Recreational
Cannabis City,Portland,,,Recreational
Nectar - Daly City,Daly City,CA,,Recreational/Medical
Serra Los Angeles,Los Angeles,CA,,Recreational
Electric Lettuce - Chico,Chico,CA,,Recreational
Nectar - Costa Mesa,Costa Mesa,CA,,Recreational
Nectar - Merced,Merced,CA,,Recreational
Nectar - Manteca,Manteca,CA,,Recreational
Higher Leaf,Portland,,,Recreational
Foster Buds,Portland,,,Recreational
La Mota - 99th NE Portland,Portland,,,Recreational/Medical
La Mota - North Portland,Portland,,,Recreational/Medical
Today's Herbal Choice,Portland,,,Recreational
Diem Cannabis,Portland,,,Recreational
Serra - Multiple CA Locations,California,CA,,Recreational
Green Planet,Salem,,,Recreational
SWED,Eugene,,,Recreational
Kaya Shack,Eugene,,,Recreational
Deschutes Growery,Bend,,,Recreational
Fifteen Cannabis,Bend,,,Recreational
Oasis Cannabis,Portland,,,Recreational
Oregon Weedery,Portland,,,Recreational
Nectar Markets Corporate,Portland,,,Corporate
