Dispensary Name,Address,City,Zip Code,Type
Theory Wellness,Kennedy Memorial Dr,Waterville,04901,Recreational
Sweet Dirt,Kennedy Memorial Dr,Waterville,04901,Recreational
Full Bloom Cannabis,9 Renaissance Way,Sanford,04073,Recreational
Green Truck Farms,Renaissance Way,Sanford,04073,Recreational
Stroudwater General,640 Saco St,Westbrook,04092,Medical
Blossom Cannabis,Saco Street,Westbrook,04092,Medical
SeaWeed Co.,Saco Street,Westbrook,04092,Recreational
Botany,403 Main Street,Rockland,04841,Recreational
Scrimshaw Cannabis,500 Main Street,Rockland,04841,Medical
Belvidere Farm,Main Street,Rockland,04841,Both
Highbrow,Main Street,Rockland,04841,Both
Cannabis Cured,County Road,Thomaston,04861,Recreational
Cannabis Cured,County Road,Thomaston,04861,Medical
Atlantic Farms,County Road,Thomaston,04861,Recreational
Higher Vibes,212 New County Road,Thomaston,04861,Medical
Botany,161 High Street,Belfast,04915,Medical
1 Mill,Route 1,Belfast,04915,Medical
Full Bloom Cannabis,719 Main St,Presque Isle,04769,Recreational
Richardson Remedies,719 Main St,Presque Isle,04769,Medical
Northern Maine Flower,Main Street,Presque Isle,04769,Medical
Cloud 9,Main Street,Presque Isle,04769,Medical
Star City Wellness,Main Street,Presque Isle,04769,Medical
Royal Leaf Apothecary,Main Street,Presque Isle,04769,Recreational
Full Bloom Cannabis,483 Main St,Presque Isle,04769,Recreational
Richardson Remedies,9 Bog Road,Caribou,04736,Medical
Full Bloom Cannabis,9 Bog Road,Caribou,04736,Medical
Meristem,Main Street,Southwest Harbor,04679,Recreational
Snare Creek Farms,Bar Harbor Road,Trenton,04605,Medical
Purple Co Congress,Congress Street,Portland,04101,Medical
Highbrow Portland,Congress Street,Portland,04101,Recreational
Sinsemilla Portland,Marginal Way,Portland,04101,Recreational
Captain's Cannabis Portland,Marginal Way,Portland,04101,Medical
The Green Well Storefront,Congress Street,Portland,04101,Medical
All Kind Bodega,Congress Street,Portland,04101,Recreational
The Dispensary,Congress Street,Portland,04101,Medical
Flowers Refined,Marginal Way,Portland,04101,Recreational
Silver Therapeutics Portland,Congress Street,Portland,04101,Recreational
Higher Grounds,Forest Ave,Portland,04103,Recreational
Vice Cannabis,Congress Street,Portland,04101,Recreational
Incredibles ME,Forest Ave,Portland,04103,Recreational
Black Bear Bud,Forest Ave,Portland,04103,Recreational
JAR Cannabis Co.,Congress Street,Portland,04101,Recreational
Landrace Cannabis,Congress Street,Portland,04101,Recreational
Stoner&CO,Marginal Way,Portland,04101,Recreational
Ghost in the Glass,Marginal Way,Portland,04101,Recreational
SeaWeed Co.,Marginal Way,Portland,04101,Recreational
Peak Maine,Route 1,Falmouth,04105,Medical
Medusa's Garden,Route 1,Falmouth,04105,Medical
Sky Tide,Route 1,Falmouth,04105,Medical
Grow Room,Route 1,Falmouth,04105,Both
Black Bear Bud,Route 1,Falmouth,04105,Recreational
GanjCo Brunswick,Church Road,Brunswick,04011,Recreational
Elevate Maine Yarmouth,Route 1,Yarmouth,04096,Medical
OG Cannabis,Route 1,Eliot,03903,Recreational
Sweet Dirt,Route 1,Eliot,03903,Recreational
Canuvo,Main Street,Bridgton,04009,Recreational
HIGHLY Cannaco,Route 27,Boothbay,04537,Recreational
HIGHLY Cannaco,Route 1,Woolwich,04579,Recreational
SeaWeed Co.,Marginal Way,South Portland,04106,Recreational
CannaRx Windham,Roosevelt Trail,Windham,04062,Recreational
Wellness Connection of Maine,685 Congress St,Portland,04101,Medical
Curaleaf Myrick Street,Myrick Street,Ellsworth,04605,Medical
Main Street Medical,Main Street,Ellsworth,04605,Medical
Tegridy Farms Maine,Main Street,Ellsworth,04605,Medical
Green Lantern Delivery Medical,Main Street,Ellsworth,04605,Medical
Crystal Spring Healing Alternatives,Route 1,Lisbon,04250,Medical
Green Truck Farms,Route 1,Sanford,04073,Recreational
Silver Therapeutics,Route 1,Kittery,03904,Recreational
OG Cannabis Eliot,Route 236,Eliot,03903,Recreational
Sweet Dirt Eliot,Route 236,Eliot,03903,Recreational
