Dispensary Name,Address,City,Zip Code,Type
Scorpion Grass,266 S McCallister Dr,Wasilla,99654,Retail
Matanuska Cannabis Company,3550 S Old Glenn Hwy,Palmer,99645,Retail
Country Cannabis,2323 S Trunk Rd,Palmer,99645,Retail
Northern Emerald,2803 S Old Glenn Hwy,Palmer,99645,Retail
East Rip,10767 Kenai Spur Hwy,Kenai,99611,Retail
Majestic Gardens,12656 Kenai Spur Hwy,Kenai,99611,Retail
Permafrost Distributors,54200 Leonard Dr,Kenai,99611,Retail
Back Alley Vapes,51698 Kenai Spur Hwy,Kenai,99611,Retail
Pine Street Cannabis Company,36130 Pine St,Soldotna,99669,Retail
Alaska Harvest Company,43837 Kalifornsky Beach Rd,Soldotna,99669,Retail
High Bush Buds,36312 Irons Ave #2,Soldotna,99669,Retail
Mary's Garden,50110 Sterling Hwy,Soldotna,99669,Retail
Alaska Harvest Company,36380 Murray Ln,Soldotna,99669,Retail
Alaska Dispensary,840 Kalifornsky Beach Rd,Soldotna,99669,Retail
Alaska Dispensary,42106 Kalifornsky Beach Rd,Soldotna,99669,Retail
The Tufted Puffin Dispensary,216 4th Ave Unit 2,Seward,99664,Retail
Good Buds,11770 Seward Hwy,Seward,99664,Retail
Seward Cannabis,408 Port Ave,Seward,99664,Retail
High Rise,Kodiak,Kodiak,99615,Retail
Wildflower,158 Alimaq Dr,Kodiak,99615,Retail
Dejavu Cannabis Company,11676 W Rezanof Dr,Kodiak,99615,Retail
North Pole Dispensary,2008 Levado Ave Unit A,North Pole,99705,Retail
North Pole Cannabis,1725 Richardson Hwy,North Pole,99705,Retail
Design Dispensary MLO 1,Juneau,Juneau,99801,Retail
Cannabis Dispensary,506 Merhar Ave Suite B,Fairbanks,99701,Retail
Cannabis Dispensary,1326 Cushman St,Fairbanks,99701,Retail
Cannabis Dispensary,1905 Livengood Ave,Fairbanks,99701,Retail
Cannabis Dispensary,511 30th Ave,Fairbanks,99701,Retail
Cannabis Dispensary,503 7th Ave,Fairbanks,99701,Retail
Cannabis Dispensary,1200 Well St,Fairbanks,99701,Retail
Cannabis Dispensary,356 Old Steese Hwy,Fairbanks,99701,Retail
Cannabis Dispensary,29 College Rd,Fairbanks,99701,Retail
Cannabis Dispensary,2604 Davis Rd,Fairbanks,99709,Retail
